source	Tweets	sentiment	id	spans/0	spans/1	spans/2	spans/3	spans/4
twitter	Short 61.8% Retracement Trendline and Resistance   	-0.371	7.08447754347885E+017	Short 61.8% Retracement	Trendline and Resistance			
twitter	$TSLA recall after I cover my short.  that sounds about right  	-0.381	7.19571599154917E+017	$TSLA recall	after I cover my short.	 that sounds about right		
stocktwits	breakouts    	0.627	10602596	breakouts				
stocktwits	Looking for a oversold bounce    	0.436	10716152	Looking for a oversold bounce				
stocktwits	topping tail short from here   	-0.64	7618801	topping tail	short from here			
stocktwits	NaturalGas Settles At 3-year Low    	-0.563	36060890	NaturalGas Settles At 3-year Low				
stocktwits	its a decent Co should get bought Got in at $4.50   	0.214	8866500	its a decent Co should get bought	Got in at $4.50			
stocktwits	'doesn''t make any real money hey barely hang on  bux it''s not worth it  '	-0.163	14200409	'doesn''t make any real money'	hey barely hang on	' bux it''s not worth it'		
twitter	Long buying point   	0.23	7.19535349379285E+017	Long	buying point			
stocktwits	no trade for now    	0.123	13654154	no trade for now				
stocktwits	support 212.93 no support to 209.45    	0.166	13321680	support 212.93 no support to 209.45				
twitter	$AAPL a new long IF 110.61 is broke    	0.172	7.1970751514805E+017	$AAPL a new long IF 110.61 is broke				
twitter	Analysts impressed with progress    	0.474	7.09458686435942E+017	Analysts impressed with progress				
twitter	#offshoring #jobs & #production    	0.228	7.10569120388014E+017	#offshoring #jobs & #production				
stocktwits	stocks insiders are bullish on    	0.433	5441240	stocks insiders are bullish on				
stocktwits	Time to stomp on some dreams.    	-0.258	37450150	Time to stomp on some dreams.				
twitter	Biggest gainers today large caps    	0.432	7.19720776027353E+017	Biggest gainers today large caps				
stocktwits	great short setting up    	-0.406	6168800	great short setting up				
stocktwits	holding up well today    	0.318	6394272	holding up well today				
stocktwits	stocks insiders are bullish on    	0.433	5441240	stocks insiders are bullish on				
twitter	$TSLA dump!    	-0.866	7.19570828912755E+017	$TSLA dump!				
twitter	Highest call to put ratio    	0.348	7.19614954500858E+017	Highest call to put ratio				
stocktwits	'Don''t short this stock    '	0.402	21680670	'Don''t short this stock'				
stocktwits	There is massive short squeeze opportunity here    	-0.104	5662488	There is massive short squeeze opportunity here				
stocktwits	with ex-dividend coming it will fall more    	-0.411	15417849	with ex-dividend coming it will fall more				
twitter	Impressive numbers    	0.443	7.10145820939706E+017	Impressive numbers				
stocktwits	Micron Shares Pounded On Fears Of Loss Of Business From Apple    	0.071	33087415	Micron Shares Pounded On Fears Of Loss Of Business From Apple				
twitter	'Today''s losers    '	-0.317	7.19652260322476E+017	'Today''s losers'				
stocktwits	Covered all my $sina shorts    	0.047	6013721	Covered all my $sina shorts				
stocktwits	$GRPN might be selling off ahead of $P earnings    	-0.411	5879912	$GRPN might be selling off ahead of $P earnings				
stocktwits	I am excited about all these plays    	0.322	25330712	I am excited about all these plays				
twitter	I sold $TSLA    	-0.348	7.19528190532694E+017	I sold $TSLA				
twitter	'I''ve been picking up railroad stocks for the retirement acct    '	0.441	7.19947639408603E+017	'I''ve been picking up railroad stocks for the retirement acct'				
stocktwits	LONGS    	0.511	12248515	LONGS				
stocktwits	2 retailers whose stocks I own    	0.227	5908750	2 retailers whose stocks I own				
twitter	downgrade    	-0.463	7.19520125582504E+017	downgrade				
twitter	$TOL Higher   	0.353	7.19507659741872E+017	$TOL	Higher			
stocktwits	75k just went through on the ask    	-0.167	10047371	75k just went through on the ask				
twitter	Bottom Losses    	-0.575	7.19699054645613E+017	Bottom Losses				
stocktwits	short didnt work out    	0.378	7973423	short didnt work out				
twitter	Best outperformers ranked    	0.492	7.19523482736988E+017	Best outperformers ranked				
twitter	'$TSLA is the only ''auto'' stock showing a gain year-to-date    '	-0.347	7.19809923098522E+017	'$TSLA is the only ''auto'' stock showing a gain year-to-date'				
stocktwits	breakout very likely    	0.518	5970567	breakout very likely				
stocktwits	my buddy bet the bank    	0.432	35488607	my buddy bet the bank				
stocktwits	all going down    	-0.559	11781180	all going down				
twitter	Considering Bid    	0.21	7.19520013573624E+017	Considering Bid				
twitter	Almost an outside day down    	-0.274	7.10902775975166E+017	Almost an outside day down				
stocktwits	5 Toxic Stocks Raising Red Flags to Sell    	-0.826	34637295	5 Toxic Stocks Raising Red Flags to Sell				
stocktwits	high risk but could be a sweet ST runner once the jigginess exits    	0.322	12417343	high risk but could be a sweet ST runner once the jigginess exits				
stocktwits	is waking up    	0.192	10776079	is waking up				
stocktwits	Not Time To Buy    	-0.382	29978808	Not Time To Buy				
stocktwits	trying to lead higher here    	0.256	11195606	trying to lead higher here				
twitter	'Indices are rallying today a lot of the ''highly covered companies'' are underperforming   '	-0.182	7.10532693939917E+017	Indices are rallying today	'a lot of the ''highly covered companies'' are underperforming'			
twitter	So many traders short    	-0.331	7.19500716151181E+017	So many traders short				
stocktwits	Multi-year stock breakouts    	0.612	9742736	Multi-year stock breakouts				
stocktwits	fast 56pc dive    	-0.26	7853493	fast 56pc dive				
twitter	resistance breached last week    	0.112	7.19494840711569E+017	resistance breached last week				
stocktwits	Fast Money says short ahead of Black Friday    	-0.448	10647567	Fast Money says short ahead of Black Friday				
twitter	got to short that even at work you jump in money trade    	-0.378	7.19571627793453E+017	got to short that even at work you jump in money trade				
twitter	#Tesla: Great Company   Bad #Stock $TSLA    	-0.086	7.19574528637202E+017	#Tesla: Great Company   Bad #Stock $TSLA				
twitter	    	0.251	7.09664093246874E+017					
twitter	recall model X    	-0.19	7.19574679002882E+017	recall model X				
twitter	Barclays signs on to Apple Pay    	-0.113	7.19542623279702E+017	Barclays signs on to Apple Pay				
stocktwits	Could offer support revisit to jump on long bus?    	0.19	29012822	Could offer support revisit to jump on long bus?				
twitter	very tight on the avail stock for shorting    	-0.554	7.19693052797981E+017	very tight on the avail stock for shorting				
twitter	Announces Sale of Partial Stake    	0.262	7.19767870650065E+017	Announces Sale of Partial Stake				
twitter	down 20% in after-hour market    	-0.551	7.19646699178725E+017	down 20% in after-hour market				
twitter	Biggest gainers today large caps    	0.376	7.19720776027353E+017	Biggest gainers today large caps				
stocktwits	'Big Drop in Hedge Fund Exposure to Market Even sharks don't trust this market   '	-0.402	5964148	Big Drop in Hedge Fund Exposure to Market	'Even sharks don't trust this market'			
stocktwits	short some    	-0.464	10752226	short some				
twitter	ended the day down    	0.072	7.19627436447535E+017	ended the day down				
stocktwits	2nd raise this year. ncreases Quarterly Cash Dividend 20 Percent   	0.705	16391735	2nd raise this year.	ncreases Quarterly Cash Dividend 20 Percent			
twitter	Getting ready to sell some premiumm    	-0.441	7.11550922149786E+017	Getting ready to sell some premiumm				
stocktwits	Stochastic Overbought    	-0.516	39047349	Stochastic Overbought				
twitter	$KNDI China electric car maker. China car sales +7.8%.    	0.403	7.19528176096031E+017	$KNDI China electric car maker. China car sales +7.8%.				
twitter	Looking for a strong bounce Lunchtime rally coming   	0.46	7.19891468173844E+017	Looking for a strong bounce	Lunchtime rally coming			
twitter	Looking for a strong bounce Lunchtime rally coming   	0.521	7.19891468173844E+017	Looking for a strong bounce	Lunchtime rally coming			
twitter	Cisco-Synata deal is a game-changer $CSCO    	0.304	7.0850159571816E+017	Cisco-Synata deal is a game-changer $CSCO				
stocktwits	running into cloud bottom    	-0.528	5408575	running into cloud bottom				
stocktwits	next Q will be a good short    	-0.441	14927930	next Q will be a good short				
twitter	Reasons for caution about Chinese stocks    	-0.317	7.19680445550588E+017	Reasons for caution about Chinese stocks				
stocktwits	ready to pop!    	0.293	23242800	ready to pop!				
stocktwits	The Baltic Dry Index has only been lower than this 8 days in 30 years    	-0.482	32381426	The Baltic Dry Index has only been lower than this 8 days in 30 years				
stocktwits	'Amazon declares ''best ever'' Black Friday and Cyber Monday for Kindle family    '	0.434	10712128	'Amazon declares ''best ever'' Black Friday and Cyber Monday for Kindle family'				
twitter	working on Cuba deals    	0.419	7.08680512232002E+017	working on Cuba deals				
twitter	Sounds bullish    	0.23	7.1957108254233E+017	Sounds bullish				
twitter	$AAPL a new long IF 110.61 is broke    	0.174	7.1970751514805E+017	$AAPL a new long IF 110.61 is broke				
stocktwits	giddy up!    	0.308	16645732	giddy up!				
stocktwits	Holy green day batman luv it when a plan comes together   	0.298	10892920	Holy green day batman	luv it when a plan comes together			
twitter	$TWTR Fck you Bird!    	-0.085	7.10132133612929E+017	$TWTR Fck you Bird!				
twitter	Sold: $CELG $AGIO    	-0.552	7.19516771443687E+017	Sold: $CELG $AGIO				
twitter	Rally Friday! #new52weekhighs p over 31%  	0.66	7.0839990699033E+017	Rally Friday!	#new52weekhighs	p over 31%		
stocktwits	Seems like a good short setup    	-0.338	23799413	Seems like a good short setup				
twitter	Unusual Call Activity    	0.421	7.09777793798656E+017	Unusual Call Activity				
stocktwits	EPS growth is around 12% so far    	0.316	28428726	EPS growth is around 12% so far				
stocktwits	Moved Upper Bollinger Band    	0.498	29695868	Moved Upper Bollinger Band				
stocktwits	breaks major support    	-0.66	13078905	breaks major support				
twitter	Look at that $AMZN > 600    	0.326	7.1958293694165E+017	Look at that $AMZN > 600				
twitter	Sold all:    	-0.57	7.19915914120921E+017	Sold all:				
stocktwits	up almost 11% now    	0.398	5581032	up almost 11% now				
stocktwits	Bricks and Mortar retailers selling cheaper +consumer -retailers   	-0.352	15325202	Bricks and Mortar retailers selling cheaper	+consumer -retailers			
stocktwits	mkt should stableize a little    	0.315	7586671	mkt should stableize a little				
stocktwits	Santa Rally blow off top   	0.22	6224926	Santa Rally	blow off top			
twitter	now a cloud software company. How the company transformed itself    	0.161	7.19551456123052E+017	now a cloud software company. How the company transformed itself				
twitter	ended the day down    	-0.144	7.19627436447535E+017	ended the day down				
stocktwits	closed Friday with the RS line in new highs    	0.371	19869247	closed Friday with the RS line in new highs				
twitter	still in bear market    	-0.421	7.19606796642595E+017	still in bear market				
stocktwits	bearish engulfing candle    	-0.532	38571356	bearish engulfing candle				
stocktwits	Tomorrow party time for the Bears!!    	-0.528	14668154	Tomorrow party time for the Bears!!				
twitter	big $QQQ up day    	0.432	7.1954038805522E+017	big $QQQ up day				
twitter	slipping    	-0.289	7.10884563254436E+017	slipping				
stocktwits	the selling days appear exhausted    	0.376	27332781	the selling days appear exhausted				
stocktwits	shorts start quietly covering    	0.37	36245025	shorts start quietly covering				
twitter	zigzag and reversal scenario    	-0.03	7.19923126226674E+017	zigzag and reversal scenario				
stocktwits	AUG 645 calls +550%    	0.553	9155448	AUG 645 calls +550%				
stocktwits	the parties over volatility is back   	-0.223	11635675	the parties over	volatility is back			
stocktwits	huge buy in all these names    	0.608	37312789	huge buy in all these names				
twitter	go up 16% on no news    	0.145	7.11950545821573E+017	go up 16% on no news				
twitter	downgrade    	-0.463	7.19520125582504E+017	downgrade				
twitter	breaking out    	0.068	7.09265484953203E+017	breaking out				
